시간,수요량,year,day_of_year
24,580.04,19,295
1,537.628,19,296
2,507.086,19,296
3,485.353,19,296
4,477.991,19,296
5,481.735,19,296
6,498.56,19,296
7,530.481,19,296
8,567.019,19,296
9,608.07,19,296
10,623.366,19,296
11,617.769,19,296
12,606.449,19,296
13,603.143,19,296
14,632.461,19,296
15,628.355,19,296
16,634.889,19,296
17,645.723,19,296
18,658.027,19,296
19,674.736,19,296
20,669.716,19,296
21,655.505,19,296
22,631.832,19,296
23,605.919,19,296
24,587.383,19,296
1,540.323,19,297
2,508.25,19,297
3,486.1,19,297
4,475.486,19,297
5,479.03,19,297
6,492.7,19,297
7,521.768,19,297
8,563.67,19,297
9,602.343,19,297
10,617.921,19,297
11,619.676,19,297
12,616.557,19,297
13,593.214,19,297
14,601.096,19,297
15,590.082,19,297
16,602.006,19,297
17,623.179,19,297
18,643.879,19,297
19,664.831,19,297
20,661.682,19,297
21,645.171,19,297
22,624.243,19,297
23,598.338,19,297
24,579.913,19,297
1,539.683,19,298
2,508.708,19,298
3,488.586,19,298
4,481.334,19,298
5,481.46,19,298
6,500.92,19,298
7,529.726,19,298
8,567.197,19,298
9,593.452,19,298
10,597.271,19,298
11,593.764,19,298
12,589.245,19,298
13,590.721,19,298
14,594.403,19,298
15,592.872,19,298
16,606.174,19,298
17,627.33,19,298
18,646.785,19,298
19,668.452,19,298
20,660.011,19,298
21,646.299,19,298
22,626.153,19,298
23,605.086,19,298
24,568.544,19,298
1,542.164,19,299
2,512.178,19,299
3,491.341,19,299
4,481.636,19,299
5,484.359,19,299
6,500.528,19,299
7,523.6,19,299
8,543.239,19,299
9,565.475,19,299
10,568.643,19,299
11,575.949,19,299
12,564.729,19,299
13,548.6,19,299
14,553.928,19,299
15,567.988,19,299
16,575.244,19,299
17,588.731,19,299
18,620.323,19,299
19,645.777,19,299
20,639.743,19,299
21,629.274,19,299
22,613.731,19,299
23,596.879,19,299
24,583.296,19,299
1,538.83,19,300
2,509.785,19,300
3,490.682,19,300
4,482.125,19,300
5,482.669,19,300
6,496.254,19,300
7,513.071,19,300
8,524.459,19,300
9,528.951,19,300
10,525.222,19,300
11,520.498,19,300
12,507.823,19,300
13,503.878,19,300
14,516.108,19,300
15,526.008,19,300
16,536.705,19,300
17,554.327,19,300
18,595.752,19,300
19,633.122,19,300
20,631.228,19,300
21,624.332,19,300
22,606.255,19,300
23,585.385,19,300
24,567.456,19,300
1,530.35,19,301
2,502.323,19,301
3,484.627,19,301
4,476.98,19,301
5,478.736,19,301
6,498.538,19,301
7,527.541,19,301
8,557.885,19,301
9,591.043,19,301
10,597.626,19,301
11,592.221,19,301
12,589.121,19,301
13,562.812,19,301
14,580.777,19,301
15,586.523,19,301
16,598.819,19,301
17,617.081,19,301
18,646.103,19,301
19,671.36,19,301
20,665.478,19,301
21,651.766,19,301
22,631.097,19,301
23,608.317,19,301
24,585.622,19,301
1,544.292,19,302
2,517.776,19,302
3,497.642,19,302
4,486.924,19,302
5,488.155,19,302
6,506.606,19,302
7,536.354,19,302
8,569.572,19,302
9,593.538,19,302
10,600.087,19,302
11,605.698,19,302
12,590.686,19,302
13,571.078,19,302
14,587.83,19,302
15,587.093,19,302
16,599.007,19,302
17,618.816,19,302
18,644.23,19,302
19,669.662,19,302
20,662.896,19,302
21,648.524,19,302
22,626.909,19,302
23,601.087,19,302
24,584.841,19,302
1,542.593,19,303
2,512.552,19,303
3,494.165,19,303
4,484.323,19,303
5,486.901,19,303
6,505.27,19,303
7,534.145,19,303
8,566.851,19,303
9,592.739,19,303
10,597.418,19,303
11,590.588,19,303
12,577.457,19,303
13,557.177,19,303
14,574.238,19,303
15,581.629,19,303
16,593.402,19,303
17,617.178,19,303
18,645.626,19,303
19,670.346,19,303
20,663.902,19,303
21,650.684,19,303
22,628.386,19,303
23,607.388,19,303
24,590.906,19,303
1,549.925,19,304
2,520.511,19,304
3,501.466,19,304
4,492.078,19,304
5,494.818,19,304
6,513.834,19,304
7,545.869,19,304
8,575.073,19,304
9,589.785,19,304
10,592.0,19,304
11,586.975,19,304
12,574.46,19,304
13,556.767,19,304
14,574.9,19,304
15,581.765,19,304
16,592.482,19,304
17,618.334,19,304
18,648.588,19,304
19,673.023,19,304
20,668.355,19,304
21,655.33,19,304
22,635.555,19,304
23,614.628,19,304
24,597.415,19,304
1,553.429,19,305
2,523.001,19,305
3,502.326,19,305
4,493.094,19,305
5,495.857,19,305
6,515.046,19,305
7,543.605,19,305
8,575.538,19,305
9,593.952,19,305
10,595.232,19,305
11,591.238,19,305
12,581.932,19,305
13,566.301,19,305
14,581.773,19,305
15,592.007,19,305
16,602.085,19,305
17,621.769,19,305
18,647.212,19,305
19,670.024,19,305
20,663.537,19,305
21,649.542,19,305
22,627.749,19,305
23,606.798,19,305
24,590.766,19,305
1,552.448,19,306
2,521.844,19,306
3,503.714,19,306
4,494.191,19,306
5,494.082,19,306
6,509.281,19,306
7,530.375,19,306
8,547.138,19,306
9,560.69,19,306
10,565.86,19,306
11,565.17,19,306
12,559.541,19,306
13,551.401,19,306
14,565.663,19,306
15,569.862,19,306
16,579.899,19,306
17,586.319,19,306
18,615.074,19,306
19,637.974,19,306
20,631.621,19,306
21,627.065,19,306
22,613.591,19,306
23,594.98,19,306
24,574.796,19,306
1,535.256,19,307
2,506.564,19,307
3,486.956,19,307
4,477.193,19,307
5,479.465,19,307
6,494.816,19,307
7,512.252,19,307
8,523.747,19,307
9,543.331,19,307
10,559.197,19,307
11,563.925,19,307
12,553.644,19,307
13,555.384,19,307
14,556.323,19,307
15,545.729,19,307
16,538.548,19,307
17,562.348,19,307
18,598.081,19,307
19,633.33,19,307
20,630.578,19,307
21,623.027,19,307
22,606.007,19,307
23,583.931,19,307
24,567.021,19,307
1,526.695,19,308
2,497.954,19,308
3,483.418,19,308
4,469.248,19,308
5,472.862,19,308
6,494.857,19,308
7,526.527,19,308
8,560.979,19,308
9,587.064,19,308
10,598.987,19,308
11,606.51,19,308
12,602.372,19,308
13,577.803,19,308
14,592.736,19,308
15,599.52,19,308
16,604.522,19,308
17,620.373,19,308
18,657.656,19,308
19,674.9,19,308
20,658.851,19,308
21,642.97,19,308
22,620.957,19,308
23,598.79,19,308
24,579.048,19,308
1,537.028,19,309
2,506.909,19,309
3,489.332,19,309
4,479.418,19,309
5,480.709,19,309
6,497.844,19,309
7,530.203,19,309
8,566.569,19,309
9,590.164,19,309
10,592.938,19,309
11,585.609,19,309
12,574.188,19,309
13,555.469,19,309
14,577.987,19,309
15,577.343,19,309
16,581.182,19,309
17,601.027,19,309
18,628.844,19,309
19,654.574,19,309
20,651.405,19,309
21,637.947,19,309
22,618.554,19,309
23,597.441,19,309
24,579.672,19,309
1,538.728,19,310
2,508.856,19,310
3,490.896,19,310
4,481.504,19,310
5,488.463,19,310
6,505.186,19,310
7,536.711,19,310
8,566.659,19,310
9,579.976,19,310
10,578.303,19,310
11,576.989,19,310
12,566.695,19,310
13,548.636,19,310
14,563.11,19,310
15,574.069,19,310
16,588.559,19,310
17,611.031,19,310
18,643.41,19,310
19,665.453,19,310
20,660.874,19,310
21,644.441,19,310
22,626.727,19,310
23,603.91,19,310
24,581.345,19,310
1,537.477,19,311
2,507.71,19,311
3,490.841,19,311
4,480.478,19,311
5,484.494,19,311
6,500.499,19,311
7,531.617,19,311
8,569.491,19,311
9,590.386,19,311
10,597.179,19,311
11,583.769,19,311
12,580.665,19,311
13,568.567,19,311
14,585.377,19,311
15,597.328,19,311
16,601.877,19,311
17,621.886,19,311
18,651.334,19,311
19,674.7,19,311
20,669.215,19,311
21,657.357,19,311
22,637.654,19,311
23,615.415,19,311
24,597.398,19,311
1,554.026,19,312
2,522.358,19,312
3,499.819,19,312
4,492.484,19,312
5,494.194,19,312
6,515.85,19,312
7,544.962,19,312
8,574.873,19,312
9,589.261,19,312
10,589.703,19,312
11,582.367,19,312
12,561.853,19,312
13,547.754,19,312
14,564.006,19,312
15,572.366,19,312
16,589.167,19,312
17,615.042,19,312
18,655.522,19,312
19,678.52,19,312
20,673.432,19,312
21,658.241,19,312
22,635.876,19,312
23,620.374,19,312
24,603.471,19,312
1,560.283,19,313
2,533.245,19,313
3,514.72,19,313
4,502.885,19,313
5,505.535,19,313
6,528.483,19,313
7,556.692,19,313
8,572.091,19,313
9,572.533,19,313
10,568.428,19,313
11,560.576,19,313
12,536.19,19,313
13,518.867,19,313
14,522.263,19,313
15,526.291,19,313
16,541.413,19,313
17,570.208,19,313
18,618.305,19,313
19,655.052,19,313
20,653.382,19,313
21,642.72,19,313
22,629.801,19,313
23,614.932,19,313
24,599.187,19,313
1,561.966,19,314
2,531.661,19,314
3,511.91,19,314
4,503.012,19,314
5,504.108,19,314
6,518.323,19,314
7,537.103,19,314
8,549.504,19,314
9,560.85,19,314
10,552.599,19,314
11,545.559,19,314
12,541.903,19,314
13,554.986,19,314
14,546.595,19,314
15,547.364,19,314
16,555.232,19,314
17,577.495,19,314
18,624.234,19,314
19,655.282,19,314
20,653.421,19,314
21,643.112,19,314
22,627.843,19,314
23,607.883,19,314
24,598.278,19,314
1,552.276,19,315
2,524.531,19,315
3,505.426,19,315
4,498.046,19,315
5,500.006,19,315
6,520.628,19,315
7,552.435,19,315
8,585.621,19,315
9,613.352,19,315
10,622.941,19,315
11,624.621,19,315
12,610.399,19,315
13,575.935,19,315
14,581.432,19,315
15,580.0,19,315
16,596.956,19,315
17,619.006,19,315
18,664.103,19,315
19,707.708,19,315
20,700.442,19,315
21,675.596,19,315
22,648.891,19,315
23,614.732,19,315
24,610.91,19,315
1,564.796,19,316
2,536.048,19,316
3,516.874,19,316
4,509.258,19,316
5,512.792,19,316
6,530.125,19,316
7,563.481,19,316
8,593.082,19,316
9,596.77,19,316
10,586.465,19,316
11,574.168,19,316
12,562.56,19,316
13,562.048,19,316
14,582.072,19,316
15,559.634,19,316
16,583.757,19,316
17,610.168,19,316
18,651.181,19,316
19,671.828,19,316
20,671.034,19,316
21,668.418,19,316
22,646.028,19,316
23,621.749,19,316
24,601.991,19,316
1,561.059,19,317
2,532.46,19,317
3,515.312,19,317
4,505.285,19,317
5,507.042,19,317
6,524.298,19,317
7,551.676,19,317
8,585.445,19,317
9,626.139,19,317
10,635.515,19,317
11,630.046,19,317
12,624.535,19,317
13,616.266,19,317
14,636.621,19,317
15,633.956,19,317
16,626.204,19,317
17,641.447,19,317
18,683.155,19,317
19,684.423,19,317
20,682.368,19,317
21,656.543,19,317
22,634.679,19,317
23,618.377,19,317
24,607.89,19,317
1,563.047,19,318
2,538.544,19,318
3,516.165,19,318
4,507.637,19,318
5,511.891,19,318
6,535.134,19,318
7,568.658,19,318
8,599.737,19,318
9,626.123,19,318
10,626.862,19,318
11,626.516,19,318
12,606.518,19,318
13,570.627,19,318
14,580.873,19,318
15,580.528,19,318
16,596.606,19,318
17,629.488,19,318
18,683.945,19,318
19,711.549,19,318
20,708.103,19,318
21,698.162,19,318
22,683.779,19,318
23,666.71,19,318
24,651.206,19,318
1,605.219,19,319
2,572.48,19,319
3,548.575,19,319
4,539.602,19,319
5,543.28,19,319
6,560.923,19,319
7,594.262,19,319
8,624.583,19,319
9,626.924,19,319
10,612.508,19,319
11,595.214,19,319
12,578.837,19,319
13,556.222,19,319
14,572.028,19,319
15,585.744,19,319
16,601.173,19,319
17,629.896,19,319
18,685.766,19,319
19,712.501,19,319
20,701.923,19,319
21,684.284,19,319
22,663.075,19,319
23,643.124,19,319
24,633.295,19,319
1,590.348,19,320
2,555.598,19,320
3,535.205,19,320
4,523.506,19,320
5,525.913,19,320
6,542.039,19,320
7,564.553,19,320
8,579.145,19,320
9,573.031,19,320
10,565.368,19,320
11,562.48,19,320
12,550.664,19,320
13,531.997,19,320
14,543.759,19,320
15,560.99,19,320
16,571.248,19,320
17,588.386,19,320
18,632.444,19,320
19,655.589,19,320
20,654.535,19,320
21,644.43,19,320
22,631.593,19,320
23,616.247,19,320
24,601.408,19,320
1,561.5,19,321
2,529.606,19,321
3,508.241,19,321
4,496.736,19,321
5,503.149,19,321
6,514.202,19,321
7,533.867,19,321
8,539.483,19,321
9,551.893,19,321
10,554.915,19,321
11,559.161,19,321
12,544.042,19,321
13,544.661,19,321
14,543.03,19,321
15,555.182,19,321
16,567.717,19,321
17,583.98,19,321
18,620.617,19,321
19,651.36,19,321
20,645.517,19,321
21,637.708,19,321
22,622.482,19,321
23,602.338,19,321
24,589.934,19,321
1,535.249,19,322
2,510.334,19,322
3,492.519,19,322
4,486.127,19,322
5,491.374,19,322
6,509.425,19,322
7,543.745,19,322
8,584.484,19,322
9,628.775,19,322
10,653.142,19,322
11,646.448,19,322
12,650.24,19,322
13,638.871,19,322
14,656.868,19,322
15,642.071,19,322
16,655.692,19,322
17,676.107,19,322
18,697.98,19,322
19,708.668,19,322
20,695.105,19,322
21,679.515,19,322
22,658.639,19,322
23,640.347,19,322
24,628.28,19,322
1,581.566,19,323
2,551.408,19,323
3,531.358,19,323
4,524.57,19,323
5,523.084,19,323
6,539.119,19,323
7,573.482,19,323
8,614.609,19,323
9,644.648,19,323
10,641.224,19,323
11,640.879,19,323
12,645.361,19,323
13,616.682,19,323
14,631.747,19,323
15,642.917,19,323
16,651.686,19,323
17,676.23,19,323
18,726.267,19,323
19,752.056,19,323
20,738.82,19,323
21,707.463,19,323
22,676.15,19,323
23,656.016,19,323
24,643.29,19,323
1,599.922,19,324
2,567.821,19,324
3,545.192,19,324
4,533.372,19,324
5,538.471,19,324
6,557.092,19,324
7,589.741,19,324
8,623.338,19,324
9,624.128,19,324
10,620.132,19,324
11,612.397,19,324
12,591.576,19,324
13,565.645,19,324
14,580.96,19,324
15,588.456,19,324
16,604.117,19,324
17,643.487,19,324
18,705.501,19,324
19,736.081,19,324
20,733.096,19,324
21,716.675,19,324
22,696.234,19,324
23,675.054,19,324
24,661.029,19,324
1,617.99,19,325
2,584.935,19,325
3,561.724,19,325
4,550.737,19,325
5,552.292,19,325
6,569.924,19,325
7,600.342,19,325
8,634.376,19,325
9,639.878,19,325
10,628.283,19,325
11,614.705,19,325
12,604.296,19,325
13,581.197,19,325
14,604.704,19,325
15,603.076,19,325
16,617.503,19,325
17,648.232,19,325
18,693.01,19,325
19,713.897,19,325
20,703.75,19,325
21,690.998,19,325
22,671.617,19,325
23,649.638,19,325
24,638.246,19,325
1,597.193,19,326
2,563.0,19,326
3,536.674,19,326
4,529.254,19,326
5,534.064,19,326
6,555.082,19,326
7,582.73,19,326
8,612.511,19,326
9,628.259,19,326
10,622.185,19,326
11,613.277,19,326
12,597.669,19,326
13,578.889,19,326
14,596.244,19,326
15,601.786,19,326
16,609.436,19,326
17,626.372,19,326
18,669.67,19,326
19,689.892,19,326
20,682.841,19,326
21,670.251,19,326
22,652.032,19,326
23,631.3,19,326
24,621.929,19,326
1,581.393,19,327
2,554.625,19,327
3,531.668,19,327
4,522.279,19,327
5,522.814,19,327
6,541.61,19,327
7,564.523,19,327
8,576.811,19,327
9,582.939,19,327
10,573.997,19,327
11,560.943,19,327
12,550.722,19,327
13,536.279,19,327
14,541.978,19,327
15,550.172,19,327
16,558.026,19,327
17,589.775,19,327
18,632.421,19,327
19,648.497,19,327
20,647.009,19,327
21,635.957,19,327
22,621.229,19,327
23,607.427,19,327
24,595.893,19,327
1,554.427,19,328
2,525.599,19,328
3,505.378,19,328
4,497.905,19,328
5,502.886,19,328
6,514.378,19,328
7,535.167,19,328
8,545.683,19,328
9,558.676,19,328
10,574.813,19,328
11,583.29,19,328
12,555.756,19,328
13,541.87,19,328
14,549.538,19,328
15,551.256,19,328
16,556.152,19,328
17,574.088,19,328
18,617.078,19,328
19,645.06,19,328
20,643.115,19,328
21,640.306,19,328
22,628.104,19,328
23,614.403,19,328
24,602.171,19,328
1,565.28,19,329
2,540.372,19,329
3,522.652,19,329
4,511.465,19,329
5,516.737,19,329
6,538.14,19,329
7,572.303,19,329
8,613.922,19,329
9,648.847,19,329
10,657.749,19,329
11,662.581,19,329
12,667.476,19,329
13,650.558,19,329
14,678.103,19,329
15,692.608,19,329
16,692.385,19,329
17,705.349,19,329
18,735.745,19,329
19,741.917,19,329
20,734.568,19,329
21,713.022,19,329
22,685.649,19,329
23,670.106,19,329
24,657.387,19,329
1,609.206,19,330
2,571.531,19,330
3,550.411,19,330
4,537.706,19,330
5,541.235,19,330
6,555.137,19,330
7,586.797,19,330
8,626.475,19,330
9,682.492,19,330
10,707.434,19,330
11,705.047,19,330
12,686.013,19,330
13,661.818,19,330
14,669.197,19,330
15,675.481,19,330
16,682.507,19,330
17,699.874,19,330
18,721.774,19,330
19,721.008,19,330
20,710.977,19,330
21,694.216,19,330
22,669.967,19,330
23,646.873,19,330
24,633.239,19,330
1,586.94,19,331
2,560.259,19,331
3,537.261,19,331
4,526.719,19,331
5,528.29,19,331
6,548.048,19,331
7,581.052,19,331
8,620.739,19,331
9,681.094,19,331
10,719.179,19,331
11,722.132,19,331
12,713.719,19,331
13,702.462,19,331
14,737.273,19,331
15,741.037,19,331
16,736.925,19,331
17,751.54,19,331
18,772.093,19,331
19,773.769,19,331
20,762.332,19,331
21,737.127,19,331
22,701.791,19,331
23,673.749,19,331
24,670.285,19,331
1,626.732,19,332
2,592.731,19,332
3,570.253,19,332
4,560.665,19,332
5,564.269,19,332
6,585.676,19,332
7,621.74,19,332
8,661.939,19,332
9,685.746,19,332
10,673.376,19,332
11,660.979,19,332
12,644.54,19,332
13,616.316,19,332
14,633.199,19,332
15,647.046,19,332
16,661.737,19,332
17,690.483,19,332
18,739.646,19,332
19,754.17,19,332
20,750.1,19,332
21,736.525,19,332
22,715.238,19,332
23,693.112,19,332
24,683.489,19,332
1,638.853,19,333
2,603.134,19,333
3,583.163,19,333
4,573.387,19,333
5,576.597,19,333
6,597.682,19,333
7,628.84,19,333
8,666.773,19,333
9,676.715,19,333
10,654.926,19,333
11,643.267,19,333
12,623.96,19,333
13,601.088,19,333
14,614.684,19,333
15,616.54,19,333
16,628.131,19,333
17,671.279,19,333
18,736.035,19,333
19,762.659,19,333
20,753.067,19,333
21,739.668,19,333
22,722.188,19,333
23,708.132,19,333
24,697.428,19,333
1,656.359,19,334
2,620.056,19,334
3,595.04,19,334
4,583.036,19,334
5,582.554,19,334
6,599.948,19,334
7,621.875,19,334
8,634.913,19,334
9,621.211,19,334
10,594.799,19,334
11,584.918,19,334
12,568.56,19,334
13,546.251,19,334
14,559.417,19,334
15,583.166,19,334
16,586.388,19,334
17,612.925,19,334
18,664.825,19,334
19,688.846,19,334
20,684.958,19,334
21,671.794,19,334
22,659.682,19,334
23,651.713,19,334
24,640.717,19,334
1,598.751,19,335
2,568.878,19,335
3,549.378,19,335
4,536.615,19,335
5,538.445,19,335
6,549.559,19,335
7,567.496,19,335
8,578.818,19,335
9,610.164,19,335
10,627.175,19,335
11,642.316,19,335
12,642.885,19,335
13,634.313,19,335
14,643.065,19,335
15,639.136,19,335
16,647.257,19,335
17,656.785,19,335
18,675.738,19,335
19,686.574,19,335
20,669.244,19,335
21,669.885,19,335
22,648.33,19,335
23,618.734,19,335
24,613.684,19,335
1,600.743,19,336
2,569.665,19,336
3,550.406,19,336
4,543.258,19,336
5,552.599,19,336
6,564.507,19,336
7,600.596,19,336
8,643.037,19,336
9,703.119,19,336
10,706.754,19,336
11,718.228,19,336
12,696.226,19,336
13,665.752,19,336
14,672.689,19,336
15,681.408,19,336
16,705.303,19,336
17,708.959,19,336
18,778.166,19,336
19,781.836,19,336
20,768.453,19,336
21,743.088,19,336
22,718.785,19,336
23,703.29,19,336
24,693.31,19,336
1,650.985,19,337
2,613.686,19,337
3,588.949,19,337
4,578.931,19,337
5,580.92,19,337
6,596.822,19,337
7,623.657,19,337
8,664.267,19,337
9,710.433,19,337
10,728.318,19,337
11,740.264,19,337
12,726.641,19,337
13,689.707,19,337
14,692.238,19,337
15,695.754,19,337
16,704.829,19,337
17,740.196,19,337
18,777.609,19,337
19,785.548,19,337
20,776.151,19,337
21,754.087,19,337
22,730.316,19,337
23,713.791,19,337
24,702.811,19,337
1,653.23,19,338
2,616.464,19,338
3,595.413,19,338
4,590.553,19,338
5,595.114,19,338
6,614.1,19,338
7,646.633,19,338
8,683.138,19,338
9,703.301,19,338
10,673.197,19,338
11,668.162,19,338
12,667.475,19,338
13,647.976,19,338
14,669.769,19,338
15,675.691,19,338
16,682.526,19,338
17,711.002,19,338
18,768.563,19,338
19,782.502,19,338
20,771.649,19,338
21,749.684,19,338
22,728.067,19,338
23,708.686,19,338
24,702.171,19,338
1,655.04,19,339
2,623.074,19,339
3,600.858,19,339
4,594.788,19,339
5,600.883,19,339
6,614.868,19,339
7,653.536,19,339
8,695.033,19,339
9,727.662,19,339
10,722.968,19,339
11,713.413,19,339
12,698.504,19,339
13,674.908,19,339
14,680.457,19,339
15,690.752,19,339
16,715.551,19,339
17,759.358,19,339
18,811.865,19,339
19,835.204,19,339
20,822.841,19,339
21,793.69,19,339
22,758.523,19,339
23,730.52,19,339
24,719.942,19,339
1,684.994,19,340
2,651.112,19,340
3,625.759,19,340
4,618.497,19,340
5,621.674,19,340
6,643.644,19,340
7,677.095,19,340
8,724.426,19,340
9,788.876,19,340
10,810.405,19,340
11,792.969,19,340
12,772.994,19,340
13,743.452,19,340
14,752.679,19,340
15,755.896,19,340
16,768.345,19,340
17,810.899,19,340
18,846.682,19,340
19,848.945,19,340
20,825.12,19,340
21,809.154,19,340
22,784.051,19,340
23,773.644,19,340
24,768.211,19,340
1,726.451,19,341
2,694.005,19,341
3,668.508,19,341
4,650.551,19,341
5,650.88,19,341
6,662.376,19,341
7,682.72,19,341
8,701.665,19,341
9,706.438,19,341
10,696.712,19,341
11,695.314,19,341
12,681.576,19,341
13,645.292,19,341
14,633.861,19,341
15,647.125,19,341
16,671.445,19,341
17,716.129,19,341
18,785.285,19,341
19,808.04,19,341
20,799.015,19,341
21,781.149,19,341
22,755.787,19,341
23,742.471,19,341
24,734.82,19,341
1,681.797,19,342
2,645.428,19,342
3,624.409,19,342
4,611.702,19,342
5,605.597,19,342
6,624.629,19,342
7,643.019,19,342
8,650.18,19,342
9,641.333,19,342
10,618.456,19,342
11,618.424,19,342
12,608.825,19,342
13,596.5,19,342
14,589.979,19,342
15,591.218,19,342
16,610.554,19,342
17,651.47,19,342
18,714.931,19,342
19,747.63,19,342
20,745.727,19,342
21,740.746,19,342
22,720.115,19,342
23,707.426,19,342
24,695.257,19,342
1,647.95,19,343
2,611.141,19,343
3,594.258,19,343
4,581.543,19,343
5,588.746,19,343
6,611.596,19,343
7,649.196,19,343
8,705.046,19,343
9,733.453,19,343
10,709.928,19,343
11,691.148,19,343
12,665.923,19,343
13,631.267,19,343
14,647.805,19,343
15,655.072,19,343
16,667.407,19,343
17,697.019,19,343
18,763.028,19,343
19,809.34,19,343
20,801.251,19,343
21,775.822,19,343
22,746.095,19,343
23,724.777,19,343
24,711.86,19,343
1,667.252,19,344
2,632.656,19,344
3,608.885,19,344
4,594.959,19,344
5,593.978,19,344
6,611.034,19,344
7,641.975,19,344
8,686.204,19,344
9,707.235,19,344
10,683.418,19,344
11,663.563,19,344
12,644.73,19,344
13,619.707,19,344
14,635.844,19,344
15,615.234,19,344
16,645.667,19,344
17,677.157,19,344
18,727.436,19,344
19,750.547,19,344
20,751.998,19,344
21,742.177,19,344
22,715.556,19,344
23,699.999,19,344
24,693.513,19,344
1,647.601,19,345
2,611.806,19,345
3,590.851,19,345
4,581.73,19,345
5,587.857,19,345
6,609.753,19,345
7,643.197,19,345
8,683.698,19,345
9,698.453,19,345
10,664.431,19,345
11,647.307,19,345
12,631.567,19,345
13,601.034,19,345
14,618.8,19,345
15,632.178,19,345
16,658.173,19,345
17,699.841,19,345
18,751.07,19,345
19,770.723,19,345
20,769.564,19,345
21,754.099,19,345
22,737.465,19,345
23,721.637,19,345
24,711.511,19,345
1,663.62,19,346
2,630.569,19,346
3,612.645,19,346
4,602.201,19,346
5,606.272,19,346
6,630.33,19,346
7,663.198,19,346
8,703.532,19,346
9,734.654,19,346
10,716.909,19,346
11,699.584,19,346
12,668.989,19,346
13,635.696,19,346
14,643.46,19,346
15,646.801,19,346
16,661.912,19,346
17,710.212,19,346
18,785.285,19,346
19,811.372,19,346
20,805.604,19,346
21,786.753,19,346
22,758.737,19,346
23,738.733,19,346
24,727.658,19,346
1,677.819,19,347
2,636.877,19,347
3,613.931,19,347
4,608.163,19,347
5,609.815,19,347
6,636.254,19,347
7,676.835,19,347
8,719.375,19,347
9,730.971,19,347
10,702.744,19,347
11,685.258,19,347
12,666.669,19,347
13,641.409,19,347
14,643.871,19,347
15,642.269,19,347
16,649.243,19,347
17,680.134,19,347
18,737.86,19,347
19,774.699,19,347
20,771.938,19,347
21,760.654,19,347
22,743.617,19,347
23,726.933,19,347
24,713.097,19,347
1,665.399,19,348
2,632.646,19,348
3,605.731,19,348
4,589.848,19,348
5,595.145,19,348
6,612.373,19,348
7,636.192,19,348
8,652.592,19,348
9,655.102,19,348
10,652.454,19,348
11,648.589,19,348
12,631.948,19,348
13,591.744,19,348
14,592.011,19,348
15,594.112,19,348
16,610.485,19,348
17,654.082,19,348
18,725.856,19,348
19,756.434,19,348
20,754.611,19,348
21,746.703,19,348
22,729.032,19,348
23,719.083,19,348
24,709.879,19,348
1,673.795,19,349
2,628.992,19,349
3,605.906,19,349
4,597.031,19,349
5,600.442,19,349
6,613.689,19,349
7,629.817,19,349
8,636.543,19,349
9,622.232,19,349
10,592.254,19,349
11,593.26,19,349
12,585.234,19,349
13,578.03,19,349
14,573.653,19,349
15,580.592,19,349
16,599.624,19,349
17,630.715,19,349
18,678.523,19,349
19,701.079,19,349
20,700.56,19,349
21,682.851,19,349
22,659.864,19,349
23,648.016,19,349
24,618.424,19,349
1,593.164,19,350
2,567.303,19,350
3,557.033,19,350
4,547.612,19,350
5,545.395,19,350
6,560.619,19,350
7,598.671,19,350
8,648.804,19,350
9,674.478,19,350
10,653.525,19,350
11,633.834,19,350
12,618.66,19,350
13,597.9,19,350
14,618.985,19,350
15,635.457,19,350
16,642.283,19,350
17,677.333,19,350
18,716.506,19,350
19,738.978,19,350
20,727.237,19,350
21,703.836,19,350
22,679.501,19,350
23,657.858,19,350
24,653.336,19,350
1,605.281,19,351
2,572.981,19,351
3,550.025,19,351
4,529.101,19,351
5,532.248,19,351
6,544.975,19,351
7,568.975,19,351
8,610.071,19,351
9,664.853,19,351
10,677.489,19,351
11,692.474,19,351
12,685.949,19,351
13,660.266,19,351
14,674.954,19,351
15,681.909,19,351
16,686.14,19,351
17,703.81,19,351
18,726.609,19,351
19,738.776,19,351
20,738.09,19,351
21,720.696,19,351
22,700.831,19,351
23,682.088,19,351
24,674.724,19,351
1,637.174,19,352
2,597.865,19,352
3,578.682,19,352
4,572.712,19,352
5,583.02,19,352
6,610.485,19,352
7,640.317,19,352
8,684.121,19,352
9,724.525,19,352
10,726.408,19,352
11,708.603,19,352
12,688.883,19,352
13,649.985,19,352
14,664.153,19,352
15,667.972,19,352
16,676.373,19,352
17,711.538,19,352
18,778.122,19,352
19,804.695,19,352
20,793.013,19,352
21,772.077,19,352
22,746.826,19,352
23,717.735,19,352
24,704.667,19,352
1,655.752,19,353
2,621.191,19,353
3,597.501,19,353
4,588.078,19,353
5,595.559,19,353
6,616.968,19,353
7,650.409,19,353
8,692.765,19,353
9,733.734,19,353
10,731.944,19,353
11,718.97,19,353
12,715.33,19,353
13,682.331,19,353
14,695.239,19,353
15,714.186,19,353
16,714.603,19,353
17,754.269,19,353
18,803.599,19,353
19,815.592,19,353
20,803.252,19,353
21,784.92,19,353
22,757.696,19,353
23,744.823,19,353
24,738.165,19,353
1,695.168,19,354
2,661.593,19,354
3,637.172,19,354
4,625.82,19,354
5,629.45,19,354
