시간,수요량,year,day_of_year
1,656.378,17,1
2,621.408,17,1
3,589.7,17,1
4,573.419,17,1
5,570.036,17,1
6,582.28,17,1
7,602.341,17,1
8,602.859,17,1
9,589.152,17,1
10,549.536,17,1
11,542.237,17,1
12,531.976,17,1
13,524.731,17,1
14,518.877,17,1
15,514.722,17,1
16,516.666,17,1
17,533.692,17,1
18,597.41,17,1
19,644.14,17,1
20,639.266,17,1
21,632.794,17,1
22,621.849,17,1
23,628.381,17,1
24,628.715,17,1
1,586.422,17,2
2,554.643,17,2
3,534.583,17,2
4,526.58,17,2
5,534.727,17,2
6,552.478,17,2
7,575.498,17,2
8,604.49,17,2
9,654.646,17,2
10,680.611,17,2
11,674.699,17,2
12,665.222,17,2
13,629.074,17,2
14,628.667,17,2
15,623.171,17,2
16,619.558,17,2
17,631.196,17,2
18,664.099,17,2
19,702.374,17,2
20,696.948,17,2
21,676.864,17,2
22,658.1,17,2
23,653.553,17,2
24,654.272,17,2
1,615.448,17,3
2,583.552,17,3
3,562.464,17,3
4,554.712,17,3
5,565.416,17,3
6,585.445,17,3
7,611.389,17,3
8,639.643,17,3
9,668.396,17,3
10,647.479,17,3
11,639.616,17,3
12,625.621,17,3
13,595.37,17,3
14,605.55,17,3
15,602.497,17,3
16,599.568,17,3
17,613.027,17,3
18,667.579,17,3
19,730.349,17,3
20,728.496,17,3
21,711.42,17,3
22,684.298,17,3
23,675.868,17,3
24,677.63,17,3
1,639.216,17,4
2,605.161,17,4
3,587.747,17,4
4,579.132,17,4
5,586.761,17,4
6,606.69,17,4
7,635.172,17,4
8,663.844,17,4
9,689.901,17,4
10,659.873,17,4
11,648.561,17,4
12,635.97,17,4
13,605.048,17,4
14,615.175,17,4
15,609.187,17,4
16,602.033,17,4
17,626.323,17,4
18,679.151,17,4
19,733.058,17,4
20,729.113,17,4
21,710.215,17,4
22,674.201,17,4
23,663.473,17,4
24,662.29,17,4
1,619.03,17,5
2,587.831,17,5
3,565.634,17,5
4,555.499,17,5
5,559.2,17,5
6,577.059,17,5
7,602.913,17,5
8,628.171,17,5
9,670.561,17,5
10,671.578,17,5
11,660.257,17,5
12,647.305,17,5
13,618.948,17,5
14,633.173,17,5
15,635.966,17,5
16,641.629,17,5
17,663.521,17,5
18,691.493,17,5
19,712.672,17,5
20,702.331,17,5
21,693.804,17,5
22,657.977,17,5
23,650.134,17,5
24,652.141,17,5
1,611.637,17,6
2,580.367,17,6
3,560.626,17,6
4,554.016,17,6
5,559.328,17,6
6,573.921,17,6
7,601.4,17,6
8,630.437,17,6
9,671.269,17,6
10,668.184,17,6
11,648.418,17,6
12,629.877,17,6
13,598.662,17,6
14,611.283,17,6
15,608.394,17,6
16,608.268,17,6
17,620.114,17,6
18,664.976,17,6
19,718.733,17,6
20,716.494,17,6
21,693.009,17,6
22,658.83,17,6
23,652.419,17,6
24,649.346,17,6
1,610.887,17,7
2,580.532,17,7
3,567.694,17,7
4,557.43,17,7
5,560.172,17,7
6,574.309,17,7
7,590.464,17,7
8,599.338,17,7
9,622.928,17,7
10,621.165,17,7
11,626.822,17,7
12,617.126,17,7
13,588.336,17,7
14,597.194,17,7
15,596.072,17,7
16,601.468,17,7
17,632.451,17,7
18,662.801,17,7
19,685.056,17,7
20,679.474,17,7
21,665.954,17,7
22,642.99,17,7
23,643.245,17,7
24,640.647,17,7
1,600.263,17,8
2,566.206,17,8
3,549.887,17,8
4,546.843,17,8
5,557.17,17,8
6,570.971,17,8
7,587.266,17,8
8,590.248,17,8
9,604.602,17,8
10,592.128,17,8
11,579.049,17,8
12,568.365,17,8
13,560.729,17,8
14,562.577,17,8
15,556.752,17,8
16,554.143,17,8
17,572.093,17,8
18,621.52,17,8
19,668.654,17,8
20,679.198,17,8
21,672.847,17,8
22,648.934,17,8
23,642.716,17,8
24,641.389,17,8
1,606.413,17,9
2,580.805,17,9
3,558.308,17,9
4,550.041,17,9
5,560.21,17,9
6,582.426,17,9
7,620.083,17,9
8,656.967,17,9
9,701.903,17,9
10,704.515,17,9
11,708.257,17,9
12,694.779,17,9
13,659.177,17,9
14,667.488,17,9
15,658.566,17,9
16,655.27,17,9
17,671.648,17,9
18,729.152,17,9
19,773.727,17,9
20,764.808,17,9
21,751.383,17,9
22,715.246,17,9
23,706.926,17,9
24,710.02,17,9
1,666.668,17,10
2,636.07,17,10
3,616.315,17,10
4,609.134,17,10
5,610.51,17,10
6,628.883,17,10
7,654.822,17,10
8,682.177,17,10
9,726.349,17,10
10,719.963,17,10
11,707.103,17,10
12,696.219,17,10
13,664.117,17,10
14,671.307,17,10
15,664.6,17,10
16,662.409,17,10
17,684.498,17,10
18,745.901,17,10
19,788.098,17,10
20,781.327,17,10
21,760.493,17,10
22,725.139,17,10
23,717.88,17,10
24,720.781,17,10
1,682.141,17,11
2,650.323,17,11
3,626.157,17,11
4,619.395,17,11
5,622.064,17,11
6,641.056,17,11
7,665.79,17,11
8,702.613,17,11
9,748.212,17,11
10,757.043,17,11
11,729.474,17,11
12,705.2,17,11
13,667.331,17,11
14,671.778,17,11
15,672.854,17,11
16,680.559,17,11
17,715.01,17,11
18,772.741,17,11
19,802.356,17,11
20,794.477,17,11
21,778.942,17,11
22,753.081,17,11
23,736.61,17,11
24,730.875,17,11
1,692.735,17,12
2,656.569,17,12
3,631.383,17,12
4,621.012,17,12
5,628.542,17,12
6,646.147,17,12
7,669.666,17,12
8,700.169,17,12
9,735.037,17,12
10,720.799,17,12
11,701.51,17,12
12,674.865,17,12
13,637.673,17,12
14,648.087,17,12
15,653.359,17,12
16,668.993,17,12
17,697.447,17,12
18,739.564,17,12
19,762.071,17,12
20,749.652,17,12
21,734.502,17,12
22,718.176,17,12
23,715.599,17,12
24,720.808,17,12
1,682.88,17,13
2,657.936,17,13
3,636.649,17,13
4,628.242,17,13
5,632.847,17,13
6,653.387,17,13
7,678.087,17,13
8,713.608,17,13
9,739.169,17,13
10,706.208,17,13
11,682.999,17,13
12,677.966,17,13
13,654.177,17,13
14,669.51,17,13
15,668.843,17,13
16,674.1,17,13
17,709.678,17,13
18,758.189,17,13
19,784.214,17,13
20,775.286,17,13
21,763.563,17,13
22,747.845,17,13
23,746.926,17,13
24,753.822,17,13
1,714.498,17,14
2,680.842,17,14
3,653.656,17,14
4,637.513,17,14
5,637.948,17,14
6,659.449,17,14
7,682.777,17,14
8,698.74,17,14
9,721.847,17,14
10,709.364,17,14
11,692.655,17,14
12,679.607,17,14
13,657.058,17,14
14,659.831,17,14
15,658.45,17,14
16,657.055,17,14
17,679.333,17,14
18,747.469,17,14
19,794.169,17,14
20,794.498,17,14
21,783.979,17,14
22,763.231,17,14
23,762.309,17,14
24,765.763,17,14
1,726.297,17,15
2,691.983,17,15
3,670.937,17,15
4,662.77,17,15
5,667.518,17,15
6,680.201,17,15
7,697.237,17,15
8,705.477,17,15
9,693.333,17,15
10,635.181,17,15
11,613.716,17,15
12,604.089,17,15
13,594.814,17,15
14,593.028,17,15
15,591.343,17,15
16,596.503,17,15
17,626.914,17,15
18,708.405,17,15
19,768.938,17,15
20,777.271,17,15
21,765.879,17,15
22,753.42,17,15
23,748.272,17,15
24,749.997,17,15
1,705.187,17,16
2,672.331,17,16
3,649.812,17,16
4,639.777,17,16
5,640.329,17,16
6,654.931,17,16
7,683.087,17,16
8,719.595,17,16
9,755.987,17,16
10,741.134,17,16
11,737.398,17,16
12,726.437,17,16
13,686.324,17,16
14,696.671,17,16
15,688.069,17,16
16,684.073,17,16
17,703.247,17,16
18,771.405,17,16
19,823.918,17,16
20,817.154,17,16
21,800.444,17,16
22,769.992,17,16
23,762.664,17,16
24,763.511,17,16
1,721.022,17,17
2,689.288,17,17
3,663.969,17,17
4,648.397,17,17
5,646.268,17,17
6,666.022,17,17
7,690.266,17,17
8,727.058,17,17
9,751.236,17,17
10,723.85,17,17
11,716.221,17,17
12,702.462,17,17
13,673.411,17,17
14,678.136,17,17
15,667.238,17,17
16,659.895,17,17
17,667.52,17,17
18,732.977,17,17
19,792.79,17,17
20,788.054,17,17
21,767.113,17,17
22,726.56,17,17
23,717.281,17,17
24,727.119,17,17
1,691.313,17,18
2,660.769,17,18
3,633.587,17,18
4,617.586,17,18
5,610.667,17,18
6,624.641,17,18
7,654.628,17,18
8,697.899,17,18
9,743.17,17,18
10,734.189,17,18
11,716.152,17,18
12,704.812,17,18
13,684.943,17,18
14,691.563,17,18
15,682.044,17,18
16,684.089,17,18
17,715.044,17,18
18,750.383,17,18
19,786.954,17,18
20,778.275,17,18
21,759.748,17,18
22,733.469,17,18
23,728.499,17,18
24,731.901,17,18
1,685.088,17,19
2,656.243,17,19
3,624.379,17,19
4,610.851,17,19
5,612.918,17,19
6,634.738,17,19
7,668.614,17,19
8,700.205,17,19
9,732.938,17,19
10,727.743,17,19
11,705.935,17,19
12,689.007,17,19
13,654.938,17,19
14,668.773,17,19
15,679.136,17,19
16,677.541,17,19
17,692.021,17,19
18,738.497,17,19
19,793.602,17,19
20,788.299,17,19
21,767.82,17,19
22,742.75,17,19
23,733.441,17,19
24,735.917,17,19
1,691.41,17,20
2,642.899,17,20
3,622.252,17,20
4,623.985,17,20
5,633.734,17,20
6,653.626,17,20
7,685.165,17,20
8,723.837,17,20
9,776.487,17,20
10,785.203,17,20
11,771.55,17,20
12,756.173,17,20
13,729.52,17,20
14,739.485,17,20
15,745.84,17,20
16,759.49,17,20
17,795.373,17,20
18,824.916,17,20
19,844.261,17,20
20,837.213,17,20
21,814.267,17,20
22,780.149,17,20
23,771.428,17,20
24,773.924,17,20
1,731.371,17,21
2,700.645,17,21
3,677.054,17,21
4,671.916,17,21
5,670.047,17,21
6,684.982,17,21
7,705.253,17,21
8,723.582,17,21
9,726.702,17,21
10,691.296,17,21
11,694.806,17,21
12,678.832,17,21
13,643.309,17,21
14,646.584,17,21
15,647.171,17,21
16,656.879,17,21
17,677.068,17,21
18,728.666,17,21
19,784.812,17,21
20,775.443,17,21
21,756.762,17,21
22,723.016,17,21
23,725.392,17,21
24,729.663,17,21
1,685.311,17,22
2,656.575,17,22
3,632.487,17,22
4,621.876,17,22
5,624.039,17,22
6,639.805,17,22
7,664.309,17,22
8,689.257,17,22
9,683.163,17,22
10,650.311,17,22
11,635.179,17,22
12,630.433,17,22
13,626.399,17,22
14,634.458,17,22
15,636.833,17,22
16,653.001,17,22
17,680.374,17,22
18,739.542,17,22
19,791.827,17,22
20,788.666,17,22
21,776.909,17,22
22,750.184,17,22
23,748.066,17,22
24,750.72,17,22
1,713.524,17,23
2,684.702,17,23
3,664.147,17,23
4,660.55,17,23
5,662.824,17,23
6,678.657,17,23
7,709.904,17,23
8,743.065,17,23
9,799.133,17,23
10,796.822,17,23
11,774.895,17,23
12,760.12,17,23
13,729.812,17,23
14,742.214,17,23
15,739.076,17,23
16,736.998,17,23
17,757.245,17,23
18,808.776,17,23
19,848.668,17,23
20,839.629,17,23
21,818.65,17,23
22,778.451,17,23
23,769.926,17,23
24,772.73,17,23
1,727.344,17,24
2,690.338,17,24
3,663.883,17,24
4,652.404,17,24
5,652.979,17,24
6,668.845,17,24
7,693.867,17,24
8,731.461,17,24
9,780.034,17,24
10,776.74,17,24
11,771.389,17,24
12,749.498,17,24
13,717.409,17,24
14,732.109,17,24
15,718.859,17,24
16,717.433,17,24
17,733.194,17,24
18,790.758,17,24
19,843.833,17,24
20,838.606,17,24
21,820.744,17,24
22,783.802,17,24
23,777.65,17,24
24,778.394,17,24
1,735.042,17,25
2,701.318,17,25
3,677.258,17,25
4,670.123,17,25
5,668.712,17,25
6,679.64,17,25
7,705.535,17,25
8,739.095,17,25
9,770.601,17,25
10,751.554,17,25
11,738.25,17,25
12,720.044,17,25
13,685.815,17,25
14,688.285,17,25
15,676.319,17,25
16,667.396,17,25
17,679.636,17,25
18,726.492,17,25
19,798.189,17,25
20,805.434,17,25
21,789.632,17,25
22,759.678,17,25
23,754.048,17,25
24,757.31,17,25
1,716.676,17,26
2,683.158,17,26
3,660.997,17,26
4,653.014,17,26
5,662.311,17,26
6,676.154,17,26
7,699.738,17,26
8,731.709,17,26
9,745.003,17,26
10,695.176,17,26
11,683.427,17,26
12,667.163,17,26
13,633.102,17,26
14,633.761,17,26
15,624.192,17,26
16,614.944,17,26
17,616.868,17,26
18,660.799,17,26
19,741.764,17,26
20,752.315,17,26
21,747.006,17,26
22,717.31,17,26
23,712.315,17,26
24,714.667,17,26
1,674.887,17,27
2,646.275,17,27
3,621.293,17,27
4,604.582,17,27
5,601.398,17,27
6,606.858,17,27
7,611.071,17,27
8,613.357,17,27
9,621.487,17,27
10,614.515,17,27
11,597.387,17,27
12,590.735,17,27
13,576.492,17,27
14,567.585,17,27
15,559.752,17,27
16,557.202,17,27
17,562.842,17,27
18,613.419,17,27
19,704.319,17,27
20,725.171,17,27
21,722.25,17,27
22,703.527,17,27
23,710.199,17,27
24,714.299,17,27
1,682.189,17,28
2,650.518,17,28
3,628.185,17,28
4,620.428,17,28
5,618.082,17,28
6,630.808,17,28
7,654.565,17,28
8,664.199,17,28
9,602.706,17,28
10,508.574,17,28
11,483.525,17,28
12,471.174,17,28
13,462.284,17,28
14,459.241,17,28
15,459.664,17,28
16,466.515,17,28
17,484.066,17,28
18,526.202,17,28
19,604.019,17,28
20,624.076,17,28
21,624.791,17,28
22,615.463,17,28
23,630.961,17,28
24,642.238,17,28
1,597.051,17,29
2,560.233,17,29
3,541.63,17,29
4,530.441,17,29
5,528.057,17,29
6,537.24,17,29
7,546.174,17,29
8,544.534,17,29
9,551.483,17,29
10,543.453,17,29
11,533.949,17,29
12,529.293,17,29
13,531.482,17,29
14,523.252,17,29
15,520.248,17,29
16,515.116,17,29
17,522.81,17,29
18,550.58,17,29
19,603.666,17,29
20,612.236,17,29
21,607.529,17,29
22,594.64,17,29
23,598.856,17,29
24,607.684,17,29
1,578.862,17,30
2,558.835,17,30
3,548.729,17,30
4,549.217,17,30
5,556.884,17,30
6,577.065,17,30
7,597.543,17,30
8,608.316,17,30
9,611.554,17,30
10,588.669,17,30
11,598.626,17,30
12,601.658,17,30
13,591.339,17,30
14,588.997,17,30
15,585.913,17,30
16,589.685,17,30
17,611.456,17,30
18,673.471,17,30
19,743.114,17,30
20,753.01,17,30
21,747.829,17,30
22,712.688,17,30
23,716.561,17,30
24,729.759,17,30
1,695.177,17,31
2,666.83,17,31
3,645.681,17,31
4,636.541,17,31
5,639.539,17,31
6,652.147,17,31
7,682.65,17,31
8,715.854,17,31
9,733.141,17,31
10,704.82,17,31
11,709.77,17,31
12,701.449,17,31
13,672.222,17,31
14,673.775,17,31
15,658.372,17,31
16,652.086,17,31
17,676.697,17,31
18,720.392,17,31
19,764.311,17,31
20,765.176,17,31
21,748.197,17,31
22,706.624,17,31
23,699.414,17,31
24,706.754,17,31
1,681.485,17,32
2,657.748,17,32
3,638.767,17,32
4,623.842,17,32
5,622.846,17,32
6,629.727,17,32
7,653.81,17,32
8,693.74,17,32
9,752.149,17,32
10,750.366,17,32
11,730.867,17,32
12,718.764,17,32
13,687.361,17,32
14,699.003,17,32
15,695.306,17,32
16,700.24,17,32
17,696.06,17,32
18,735.429,17,32
19,801.865,17,32
20,805.301,17,32
21,788.808,17,32
22,759.886,17,32
23,754.773,17,32
24,756.818,17,32
1,718.851,17,33
2,687.033,17,33
3,662.804,17,33
4,653.509,17,33
5,655.877,17,33
6,671.912,17,33
7,699.659,17,33
8,739.596,17,33
9,748.428,17,33
10,709.179,17,33
11,699.467,17,33
12,685.925,17,33
13,651.5,17,33
14,658.004,17,33
15,652.185,17,33
16,645.32,17,33
17,653.296,17,33
18,694.267,17,33
19,782.708,17,33
20,800.066,17,33
21,791.553,17,33
22,759.769,17,33
23,750.939,17,33
24,751.322,17,33
1,707.926,17,34
2,675.439,17,34
3,655.503,17,34
4,646.155,17,34
5,646.398,17,34
6,658.451,17,34
7,686.188,17,34
8,712.64,17,34
9,727.511,17,34
10,695.265,17,34
11,688.708,17,34
12,675.346,17,34
13,646.442,17,34
14,659.13,17,34
15,658.426,17,34
16,651.935,17,34
17,667.182,17,34
18,690.062,17,34
19,738.197,17,34
20,736.825,17,34
21,718.66,17,34
22,688.265,17,34
23,679.074,17,34
24,682.294,17,34
1,643.924,17,35
2,613.232,17,35
3,590.068,17,35
4,578.69,17,35
5,582.723,17,35
6,596.629,17,35
7,617.362,17,35
8,632.888,17,35
9,665.377,17,35
10,658.155,17,35
11,661.101,17,35
12,644.588,17,35
13,623.667,17,35
14,629.123,17,35
15,636.7,17,35
16,648.803,17,35
17,664.547,17,35
18,678.226,17,35
19,699.395,17,35
20,686.361,17,35
21,671.657,17,35
22,649.867,17,35
23,649.254,17,35
24,652.167,17,35
1,613.089,17,36
2,581.363,17,36
3,566.649,17,36
4,553.888,17,36
5,557.623,17,36
6,573.805,17,36
7,593.584,17,36
8,597.257,17,36
9,612.548,17,36
10,586.547,17,36
11,596.085,17,36
12,594.554,17,36
13,592.728,17,36
14,599.18,17,36
15,597.213,17,36
16,585.898,17,36
17,595.598,17,36
18,637.508,17,36
19,716.149,17,36
20,724.077,17,36
21,713.756,17,36
22,694.542,17,36
23,693.876,17,36
24,695.822,17,36
1,657.589,17,37
2,629.802,17,37
3,611.501,17,37
4,604.865,17,37
5,611.824,17,37
6,632.542,17,37
7,663.662,17,37
8,705.319,17,37
9,718.467,17,37
10,690.175,17,37
11,686.234,17,37
12,676.341,17,37
13,653.752,17,37
14,671.882,17,37
15,674.841,17,37
16,668.921,17,37
17,682.768,17,37
18,733.798,17,37
19,793.36,17,37
20,795.007,17,37
21,778.71,17,37
22,740.781,17,37
23,729.235,17,37
24,729.157,17,37
1,686.524,17,38
2,651.813,17,38
3,623.498,17,38
4,616.916,17,38
5,619.232,17,38
6,636.894,17,38
7,664.636,17,38
8,704.979,17,38
9,716.222,17,38
10,681.317,17,38
11,674.923,17,38
12,656.537,17,38
13,621.459,17,38
14,630.839,17,38
15,629.598,17,38
16,631.603,17,38
17,636.964,17,38
18,664.242,17,38
19,751.354,17,38
20,774.737,17,38
21,766.833,17,38
22,736.409,17,38
23,728.082,17,38
24,726.792,17,38
1,685.158,17,39
2,645.649,17,39
3,609.016,17,39
4,591.992,17,39
5,591.952,17,39
6,605.765,17,39
7,633.037,17,39
8,666.375,17,39
9,702.66,17,39
10,699.301,17,39
11,692.215,17,39
12,679.191,17,39
13,660.584,17,39
14,668.874,17,39
15,688.63,17,39
16,716.746,17,39
17,736.845,17,39
18,763.539,17,39
19,788.783,17,39
20,792.573,17,39
21,768.954,17,39
22,733.625,17,39
23,726.837,17,39
24,730.301,17,39
1,691.772,17,40
2,658.042,17,40
3,637.445,17,40
4,628.289,17,40
5,631.819,17,40
6,649.772,17,40
7,679.789,17,40
8,717.728,17,40
9,779.123,17,40
10,774.529,17,40
11,760.313,17,40
12,748.182,17,40
13,719.351,17,40
14,731.616,17,40
15,734.532,17,40
16,730.714,17,40
17,741.933,17,40
18,790.405,17,40
19,832.864,17,40
20,832.344,17,40
21,814.68,17,40
22,775.994,17,40
23,768.499,17,40
24,768.432,17,40
1,731.735,17,41
2,696.424,17,41
3,675.709,17,41
4,663.919,17,41
5,670.174,17,41
6,682.153,17,41
7,706.501,17,41
8,739.437,17,41
9,781.065,17,41
10,801.682,17,41
11,766.273,17,41
12,742.898,17,41
13,726.978,17,41
14,738.008,17,41
15,753.845,17,41
16,746.587,17,41
17,762.678,17,41
18,799.616,17,41
19,827.327,17,41
20,825.45,17,41
21,804.312,17,41
22,770.44,17,41
23,763.993,17,41
24,771.262,17,41
1,737.221,17,42
2,708.735,17,42
3,688.741,17,42
4,676.005,17,42
5,674.188,17,42
6,685.861,17,42
7,705.309,17,42
8,715.141,17,42
9,732.348,17,42
10,722.54,17,42
11,702.483,17,42
12,699.981,17,42
13,683.451,17,42
14,679.105,17,42
15,677.014,17,42
16,676.638,17,42
17,700.233,17,42
18,741.529,17,42
19,791.688,17,42
20,797.241,17,42
21,781.388,17,42
22,754.856,17,42
23,756.612,17,42
24,763.504,17,42
1,724.245,17,43
2,695.461,17,43
3,670.102,17,43
4,658.669,17,43
5,664.854,17,43
6,683.253,17,43
7,704.625,17,43
8,708.841,17,43
9,666.147,17,43
10,613.309,17,43
11,609.141,17,43
12,601.132,17,43
13,589.283,17,43
14,587.549,17,43
15,581.364,17,43
16,579.584,17,43
17,593.872,17,43
18,651.095,17,43
19,752.143,17,43
20,782.701,17,43
21,777.377,17,43
22,756.215,17,43
23,757.461,17,43
24,763.34,17,43
1,725.346,17,44
2,692.871,17,44
3,673.886,17,44
4,667.397,17,44
5,669.489,17,44
6,685.625,17,44
7,711.945,17,44
8,744.816,17,44
9,753.037,17,44
10,711.979,17,44
11,706.482,17,44
12,690.272,17,44
13,656.574,17,44
14,661.554,17,44
15,654.629,17,44
16,648.903,17,44
17,653.43,17,44
18,685.994,17,44
19,771.404,17,44
20,793.46,17,44
21,783.025,17,44
22,749.299,17,44
23,742.874,17,44
24,742.988,17,44
1,693.191,17,45
2,659.644,17,45
3,636.331,17,45
4,627.043,17,45
5,632.767,17,45
6,649.705,17,45
7,674.959,17,45
8,706.951,17,45
9,713.574,17,45
10,683.928,17,45
11,684.303,17,45
12,670.415,17,45
13,640.262,17,45
14,648.632,17,45
15,645.085,17,45
16,637.362,17,45
17,646.86,17,45
18,687.634,17,45
19,774.751,17,45
20,791.955,17,45
21,775.774,17,45
22,743.71,17,45
23,740.389,17,45
24,746.036,17,45
1,705.266,17,46
2,674.4,17,46
3,656.493,17,46
4,648.157,17,46
5,651.285,17,46
6,670.097,17,46
7,699.186,17,46
8,723.652,17,46
9,719.327,17,46
10,683.0,17,46
11,675.345,17,46
12,659.052,17,46
13,627.775,17,46
14,633.503,17,46
15,625.89,17,46
16,621.052,17,46
17,624.746,17,46
18,649.978,17,46
19,732.107,17,46
20,770.399,17,46
21,766.821,17,46
22,745.875,17,46
23,739.602,17,46
24,737.582,17,46
1,695.333,17,47
2,659.942,17,47
3,633.55,17,47
4,622.977,17,47
5,624.969,17,47
6,636.99,17,47
7,664.92,17,47
8,682.237,17,47
9,683.271,17,47
10,661.949,17,47
11,655.218,17,47
12,641.116,17,47
13,612.317,17,47
14,616.062,17,47
15,617.806,17,47
16,619.572,17,47
17,632.987,17,47
18,650.213,17,47
19,692.287,17,47
20,695.616,17,47
21,682.911,17,47
22,650.332,17,47
23,639.065,17,47
24,642.032,17,47
1,600.749,17,48
2,568.77,17,48
3,546.2,17,48
4,532.676,17,48
5,537.058,17,48
6,568.735,17,48
7,602.577,17,48
8,625.383,17,48
9,652.013,17,48
10,664.661,17,48
11,670.382,17,48
12,652.88,17,48
13,612.109,17,48
14,619.202,17,48
15,617.194,17,48
16,615.279,17,48
17,627.487,17,48
18,656.105,17,48
19,729.982,17,48
20,753.532,17,48
21,746.778,17,48
22,718.211,17,48
23,712.598,17,48
24,712.507,17,48
1,672.792,17,49
2,642.963,17,49
3,627.628,17,49
4,614.494,17,49
5,617.544,17,49
6,632.5,17,49
7,654.179,17,49
8,666.701,17,49
9,667.628,17,49
10,627.168,17,49
11,627.47,17,49
12,615.456,17,49
13,593.622,17,49
14,594.554,17,49
15,594.415,17,49
16,596.646,17,49
17,600.836,17,49
18,649.208,17,49
19,747.096,17,49
20,771.467,17,49
21,769.484,17,49
22,743.992,17,49
23,744.086,17,49
24,749.114,17,49
1,711.37,17,50
2,683.097,17,50
3,664.943,17,50
4,656.883,17,50
5,660.785,17,50
6,673.521,17,50
7,690.821,17,50
8,685.173,17,50
9,626.377,17,50
10,569.606,17,50
11,563.728,17,50
12,560.543,17,50
13,543.33,17,50
14,544.618,17,50
15,539.596,17,50
16,546.324,17,50
17,554.018,17,50
18,589.561,17,50
19,667.721,17,50
20,686.785,17,50
21,676.56,17,50
22,645.795,17,50
23,643.551,17,50
24,634.509,17,50
1,591.772,17,51
2,555.37,17,51
3,538.729,17,51
4,535.836,17,51
5,534.495,17,51
6,553.003,17,51
7,575.493,17,51
8,603.606,17,51
9,652.513,17,51
10,683.647,17,51
11,688.272,17,51
12,691.012,17,51
13,657.613,17,51
14,651.239,17,51
15,645.341,17,51
16,647.581,17,51
17,664.362,17,51
18,711.449,17,51
19,780.753,17,51
20,795.923,17,51
21,785.097,17,51
22,754.332,17,51
23,746.87,17,51
24,747.48,17,51
1,706.596,17,52
2,671.156,17,52
3,651.379,17,52
4,636.264,17,52
5,635.597,17,52
6,663.666,17,52
7,695.038,17,52
8,719.233,17,52
9,713.138,17,52
10,673.457,17,52
11,667.482,17,52
12,650.931,17,52
13,619.022,17,52
14,624.144,17,52
15,616.171,17,52
16,615.887,17,52
17,626.096,17,52
18,687.405,17,52
19,735.306,17,52
20,761.303,17,52
21,743.255,17,52
22,706.506,17,52
23,690.247,17,52
24,679.965,17,52
1,630.863,17,53
2,600.678,17,53
3,576.122,17,53
4,566.428,17,53
5,567.059,17,53
6,576.365,17,53
7,604.275,17,53
8,628.325,17,53
9,683.093,17,53
10,707.798,17,53
11,708.63,17,53
12,692.559,17,53
13,673.949,17,53
14,677.421,17,53
15,669.247,17,53
16,667.02,17,53
17,688.269,17,53
18,712.521,17,53
19,728.195,17,53
20,723.776,17,53
21,708.315,17,53
22,683.642,17,53
23,688.543,17,53
24,691.452,17,53
1,654.21,17,54
2,622.289,17,54
3,607.766,17,54
4,603.259,17,54
5,607.297,17,54
6,623.652,17,54
7,653.511,17,54
8,676.383,17,54
9,707.903,17,54
10,708.104,17,54
11,704.102,17,54
12,680.968,17,54
13,654.562,17,54
14,667.182,17,54
15,660.825,17,54
16,659.342,17,54
17,700.15,17,54
18,748.123,17,54
19,785.069,17,54
20,798.067,17,54
21,788.599,17,54
22,761.15,17,54
23,754.665,17,54
24,756.399,17,54
1,716.929,17,55
2,682.848,17,55
3,660.838,17,55
4,649.994,17,55
5,651.227,17,55
6,662.365,17,55
7,685.558,17,55
8,706.791,17,55
9,713.393,17,55
10,696.741,17,55
11,696.042,17,55
12,676.462,17,55
13,641.137,17,55
14,646.527,17,55
15,643.773,17,55
16,639.148,17,55
17,649.902,17,55
18,683.015,17,55
19,771.577,17,55
20,800.144,17,55
21,788.799,17,55
22,757.614,17,55
23,752.474,17,55
24,754.724,17,55
1,712.226,17,56
2,682.121,17,56
3,658.078,17,56
4,645.273,17,56
5,644.907,17,56
6,660.449,17,56
7,682.17,17,56
8,680.138,17,56
9,651.291,17,56
10,625.161,17,56
11,628.716,17,56
12,617.213,17,56
13,592.502,17,56
14,593.074,17,56
15,586.99,17,56
16,585.602,17,56
17,599.019,17,56
18,640.156,17,56
19,725.144,17,56
20,743.252,17,56
21,729.022,17,56
22,703.296,17,56
23,708.27,17,56
24,716.535,17,56
1,682.557,17,57
2,646.773,17,57
3,618.882,17,57
4,610.788,17,57
5,618.423,17,57
6,633.472,17,57
7,648.015,17,57
8,645.227,17,57
9,617.146,17,57
10,586.491,17,57
11,581.809,17,57
12,569.499,17,57
13,558.921,17,57
14,552.168,17,57
15,548.327,17,57
16,544.322,17,57
17,557.215,17,57
18,591.13,17,57
19,686.789,17,57
20,725.867,17,57
21,727.135,17,57
22,711.511,17,57
23,712.775,17,57
24,713.964,17,57
1,673.491,17,58
2,645.224,17,58
3,629.257,17,58
4,622.356,17,58
5,628.379,17,58
6,644.976,17,58
7,671.462,17,58
8,696.92,17,58
9,682.858,17,58
10,663.273,17,58
11,641.862,17,58
12,644.27,17,58
13,615.75,17,58
14,646.425,17,58
15,632.964,17,58
16,627.995,17,58
17,629.329,17,58
18,650.422,17,58
19,722.451,17,58
20,755.64,17,58
21,751.611,17,58
22,733.066,17,58
23,728.284,17,58
24,728.294,17,58
1,687.885,17,59
2,656.703,17,59
3,637.991,17,59
4,629.392,17,59
5,635.126,17,59
6,652.135,17,59
